constituency,region,country,id,Conservative,Labour,UKIP,LibDem,SNP,Green,DUP,PC,SF,UUP,SDLP,Ind,Alliance,Other,last_winner,last_winner_pct,majority_pct
Wolverhampton South West,West Midlands,England,E14001051,41.21714044,43.20923176,10.71899326,2.10151956,0,2.63125171,0,0,0,0,0,0.121863264,0,0,Labour,43.20923176,1.992091323
Worcester,West Midlands,England,E14001052,45.31906763,33.96416145,12.82706192,3.372684673,0,4.070550852,0,0,0,0,0,0.138768779,0,0.307704684,Conservative,45.31906763,11.35490618
Worcestershire Mid,West Midlands,England,E14000818,56.98994734,14.45284825,17.6754428,7.180469124,0,3.701292484,0,0,0,0,0,0,0,0,Conservative,56.98994734,39.31450455
Worcestershire West,West Midlands,England,E14001035,56.08502773,13.39001848,14.35120148,9.695009242,0,6.478743068,0,0,0,0,0,0,0,0,Conservative,56.08502773,41.73382625
Workington,North West,England,E14001053,30.14845436,42.3315914,19.59805527,4.440631256,0,2.987286483,0,0,0,0,0,0,0,0.493981229,Labour,42.3315914,12.18313704
Worsley & Eccles South,North West,England,E14001054,30.09417808,44.23515982,18.28386606,2.616057839,0,2.953767123,0,0,0,0,0,0.437595129,0,1.379375951,Labour,44.23515982,14.14098174
Worthing East & Shoreham,South East,England,E14000682,49.47292477,19.51380817,16.56779831,6.733736823,0,5.220650126,0,0,0,0,0,0,0,2.491081807,Conservative,49.47292477,29.9591166
Worthing West,South East,England,E14001055,51.46267951,15.67086264,18.25936213,8.819415716,0,5.787680003,0,0,0,0,0,0,0,0,Conservative,51.46267951,33.20331738
"Wrekin, The",West Midlands,England,E14000992,49.69298149,26.04925501,16.7704734,4.311464225,0,3.175825869,0,0,0,0,0,0,0,0,Conservative,49.69298149,23.64372648
Wrexham,Wales,Wales,W07000044,31.63299612,37.22913292,15.50169626,5.302729301,0,2.044683517,0,7.643876647,0,0,0,0.644885235,0,0,Labour,37.22913292,5.596136801
Wycombe,South East,England,E14001056,51.40846439,22.52765411,10.10517312,8.837652365,0,5.999339023,0,0,0,0,0,1.121716985,0,0,Conservative,51.40846439,28.88081028
Wyre & Preston North,North West,England,E14001057,53.16978334,24.80708717,13.18220993,5.435632253,0,3.405287315,0,0,0,0,0,0,0,0,Conservative,53.16978334,28.36269617
Wyre Forest,West Midlands,England,E14001058,45.29530744,19.26173139,16.1144822,2.48381877,0,2.259304207,0,0,0,0,0,0,0,14.58535599,Conservative,45.29530744,26.03357605
Wythenshawe & Sale East,North West,England,E14001059,25.7125026,50.1421538,14.68691492,4.454152509,0,3.832374084,0,0,0,0,0,0,0,1.171902087,Labour,50.1421538,24.4296512
Yeovil,South West,England,E14001060,42.46746175,7.118894139,13.42982102,33.1354399,0,3.848383187,0,0,0,0,0,0,0,0,Conservative,42.46746175,9.33202185
Ynys Mon,Wales,Wales,W07000041,21.16761152,31.12580885,14.66242914,2.150260551,0,0,0,30.47013686,0,0,0,0,0,0.423753078,Labour,31.12580885,0.655671992
York Central,Yorkshire and The Humber,England,E14001061,28.3071502,42.39360698,10.05726031,7.978689934,0,10.04887052,0,0,0,0,0,0,0,1.214422048,Labour,42.39360698,14.08645678
York Outer,Yorkshire and The Humber,England,E14001062,49.11971504,24.7630002,9.741572825,11.63015046,0,4.745561472,0,0,0,0,0,0,0,0,Conservative,49.11971504,24.35671484
Yorkshire East,Yorkshire and The Humber,England,E14000683,50.561101,20.68972415,17.91322438,5.933067952,0,3.462623272,0,0,0,0,0,0,0,1.440259247,Conservative,50.561101,29.87137685
